# 1 x                          2 y                    3 number IS              4 number viruses               5 viral fitness            6 number IS update
         1736.00000        -1944.00000               1808                  0            0.00000                 -2
         1813.00000        -1964.00000               6203                  0            0.00000                 -5
         1974.00000        -1989.00000                421                  0            0.00000                 -1
         1660.00000        -1930.00000                317                  0            0.00000                 -1
         2075.00000        -1990.00000              12712                  0            0.00000                 -6
         2022.00000        -2003.00000              21972                  0            0.00000                -11
         2038.00000        -1986.00000               1785                  0            0.00000                 -1
         2082.00000        -1989.00000             433150                  0            0.00000               -211
         1985.00000        -2001.00000              23795                  0            0.00000                -14
         2117.00000        -1988.00000               2976                  0            0.00000                 -1
         1766.00000        -1947.00000               2323                  0            0.00000                 -1
         2013.00000        -2003.00000               8373                  0            0.00000                 -5
         1477.00000        -1879.00000                790                  0            0.00000                 -1
         1856.00000        -1975.00000               8953                  0            0.00000                 -7
         2022.00000        -2005.00000               5782                  0            0.00000                 -2
         2017.00000        -2005.00000              16130                  0            0.00000                 -8
         1975.00000        -1997.00000               7863                  0            0.00000                 -5
         1920.00000        -1993.00000               3265                  0            0.00000                 -2
         2016.00000        -2010.00000               2430                  0            0.00000                 -1
         2054.00000        -2004.00000               5322                  0            0.00000                 -4
         2041.00000        -1998.00000              15749                  0            0.00000                 -4
         2018.00000        -1996.00000              20811                  0            0.00000                -12
         1839.00000        -1967.00000              20312                  0            0.00000                 -4
         1751.00000        -1952.00000                646                  0            0.00000                 -1
         1962.00000        -1991.00000               8704                  0            0.00000                 -3
         2037.00000        -1992.00000               9899                  0            0.00000                 -5
         1470.00000        -1870.00000                153                  0            0.00000                 -1
         2073.00000        -1989.00000              15195                  0            0.00000                 -9
         1892.00000        -1975.00000               2072                  0            0.00000                 -2
         1903.00000        -1977.00000               1929                  0            0.00000                 -1
         2061.00000        -1996.00000              23209                  0            0.00000                -12
         1864.00000        -1970.00000               2279                  0            0.00000                 -2
         1887.00000        -1974.00000                866                  0            0.00000                 -1
         2047.00000        -1994.00000              20062                  0            0.00000                -14
         2088.00000        -1994.00000               8404                  0            0.00000                 -6
         2087.00000        -1989.00000              26401                  0            0.00000                 -6
         1847.00000        -1968.00000               4119                  0            0.00000                 -1
         1768.00000        -1938.00000                 25                  0            0.00000                 -1
         1937.00000        -1998.00000               1477                  0            0.00000                 -1
         1926.00000        -1996.00000               1555                  0            0.00000                 -1
         1750.00000        -1955.00000                 90                  0            0.00000                 -1
         2110.00000        -1981.00000              40536                  0            0.00000                -21
         2013.00000        -2000.00000              29047                  0            0.00000                -18
         1998.00000        -2002.00000              12329                  0            0.00000                 -4
         1717.00000        -1939.00000                933                  0            0.00000                 -1
         1829.00000        -1962.00000              16731                  0            0.00000                 -4
         1648.00000        -1920.00000                751                  0            0.00000                 -1
         1963.00000        -1998.00000               9152                  0            0.00000                 -8
         1668.00000        -1930.00000                982                  0            0.00000                 -1
         2003.00000        -2009.00000              18132                  0            0.00000                -11
         1922.00000        -2001.00000                537                  0            0.00000                 -1
         1653.00000        -1923.00000               1502                  0            0.00000                 -1
         1901.00000        -1977.00000               7177                  0            0.00000                 -1
         2027.00000        -2009.00000               1652                  0            0.00000                 -4
         1970.00000        -1983.00000               1914                  0            0.00000                 -1
         1728.00000        -1925.00000               4976                  0            0.00000                 -2
         2042.00000        -2009.00000               1812                  0            0.00000                 -1
         1986.00000        -2007.00000               2202                  0            0.00000                 -1
         1536.00000        -1887.00000                255                  0            0.00000                 -1
         2110.00000        -1977.00000              42848                  0            0.00000                -23
         2031.00000        -2002.00000              77744                  0            0.00000                -44
         1980.00000        -2002.00000               7565                  0            0.00000                 -3
         1870.00000        -1973.00000               1559                  0            0.00000                 -3
         2069.00000        -1990.00000              29026                  0            0.00000                -16
         1844.00000        -1968.00000               5364                  0            0.00000                 -1
         1750.00000        -1947.00000               2604                  0            0.00000                 -1
         1969.00000        -1993.00000               7972                  0            0.00000                 -5
         1975.00000        -2000.00000              13253                  0            0.00000                 -7
         2093.00000        -1978.00000               5453                  0            0.00000                 -3
         1840.00000        -1962.00000               2407                  0            0.00000                 -1
         1893.00000        -1985.00000               3767                  0            0.00000                 -3
         2081.00000        -1970.00000               3462                  0            0.00000                 -1
         1818.00000        -1965.00000               6937                  0            0.00000                 -4
         1958.00000        -2008.00000               1906                  0            0.00000                 -1
         1957.00000        -1985.00000              11033                  0            0.00000                 -4
         1785.00000        -1951.00000               2266                  0            0.00000                 -2
         1752.00000        -1952.00000               1691                  0            0.00000                 -1
         1949.00000        -1995.00000               8448                  0            0.00000                 -6
         1981.00000        -1999.00000               7013                  0            0.00000                 -7
         1670.00000        -1932.00000                703                  0            0.00000                 -1
         1825.00000        -1961.00000               6291                  0            0.00000                 -3
         2100.00000        -2000.00000               5685                  0            0.00000                 -1
         1836.00000        -1973.00000               2979                  0            0.00000                 -1
         1895.00000        -1974.00000               1723                  0            0.00000                 -1
         2063.00000        -1991.00000              25796                  0            0.00000                 -8
         1917.00000        -1983.00000               4082                  0            0.00000                 -2
         2033.00000        -1989.00000              12200                  0            0.00000                 -5
         2058.00000        -2002.00000               2639                  0            0.00000                 -2
         2077.00000        -1976.00000               6248                  0            0.00000                 -3
         2074.00000        -1984.00000              22306                  0            0.00000                -12
         2076.00000        -1995.00000               3195                  0            0.00000                 -6
         1857.00000        -1975.00000              23904                  0            0.00000                -12
         2062.00000        -1997.00000              45681                  0            0.00000                -29
         2093.00000        -1998.00000              64973                  0            0.00000                -34
         1711.00000        -1940.00000                613                  0            0.00000                 -1
         1877.00000        -1989.00000                510                  0            0.00000                 -1
         1902.00000        -1989.00000                682                  0            0.00000                 -3
         2110.00000        -1980.00000              43019                  0            0.00000                -18
         2067.00000        -1999.00000               7374                  0            0.00000                 -3
         1414.00000        -1879.00000                 68                  0            0.00000                 -1
         1886.00000        -1995.00000               3082                  0            0.00000                 -2
         1779.00000        -1956.00000                713                  0            0.00000                 -1
         2066.00000        -1982.00000               7987                  0            0.00000                 -6
         2008.00000        -2000.00000              10362                  0            0.00000                 -6
         1932.00000        -1986.00000              13674                  0            0.00000                 -4
         1931.00000        -1985.00000               4219                  0            0.00000                 -2
         2020.00000        -2003.00000              46941                  0            0.00000                -25
         2006.00000        -2004.00000              18218                  0            0.00000                -15
         1690.00000        -1934.00000               1465                  0            0.00000                 -2
         2052.00000        -1993.00000              17398                  0            0.00000                 -9
         2006.00000        -2002.00000              23773                  0            0.00000                -13
         1687.00000        -1930.00000               2613                  0            0.00000                 -1
         1972.00000        -2004.00000              23911                  0            0.00000                 -9
         2114.00000        -1985.00000              44415                  0            0.00000                -21
         1985.00000        -1997.00000              85312                  0            0.00000                -45
         2098.00000        -1983.00000             759241                  0            0.00000               -370
         2060.00000        -1998.00000              29491                  0            0.00000                -10
         2090.00000        -1984.00000             129340                  0            0.00000                -62
         1931.00000        -1988.00000              12874                  0            0.00000                 -7
         1964.00000        -2002.00000               2425                  0            0.00000                 -2
         2063.00000        -1985.00000              22692                  0            0.00000                 -9
         1920.00000        -2000.00000               1879                  0            0.00000                 -1
         1873.00000        -1984.00000               5252                  0            0.00000                 -4
         1897.00000        -1979.00000              19506                  0            0.00000                -10
         2076.00000        -1989.00000              28484                  0            0.00000                 -9
         2043.00000        -2005.00000               5004                  0            0.00000                 -1
         2013.00000        -1992.00000                200                  0            0.00000                 -1
         1538.00000        -1892.00000                205                  0            0.00000                 -1
         2025.00000        -2005.00000               4441                  0            0.00000                 -2
         2106.00000        -1980.00000              96490                  0            0.00000                -43
         2100.00000        -1983.00000             135836                  0            0.00000                -66
         2002.00000        -2001.00000              26604                  0            0.00000                -16
         1977.00000        -2005.00000              13814                  0            0.00000                 -5
         1978.00000        -2008.00000              15529                  0            0.00000                 -9
         1988.00000        -2001.00000              21950                  0            0.00000                -10
         1831.00000        -1962.00000               5912                  0            0.00000                 -4
         1914.00000        -1987.00000              31279                  0            0.00000                -19
         2075.00000        -1992.00000               1692                  0            0.00000                 -2
         1891.00000        -1975.00000               6447                  0            0.00000                 -1
         1811.00000        -1967.00000               2269                  0            0.00000                 -2
         1664.00000        -1928.00000               1252                  0            0.00000                 -1
         1825.00000        -1963.00000               5692                  0            0.00000                 -4
         1984.00000        -1997.00000              10321                  0            0.00000                 -4
         2036.00000        -1990.00000              10560                  0            0.00000                 -3
         2043.00000        -1997.00000               8441                  0            0.00000                 -2
         2058.00000        -2003.00000               8579                  0            0.00000                 -4
         1741.00000        -1942.00000               6944                  0            0.00000                 -2
         2065.00000        -1994.00000              17980                  0            0.00000                 -8
         1645.00000        -1919.00000                287                  0            0.00000                 -1
         1935.00000        -1993.00000               6894                  0            0.00000                 -1
         2114.00000        -1976.00000              35089                  0            0.00000                -16
         1694.00000        -1926.00000                 77                  0            0.00000                 -1
         1982.00000        -2007.00000              11525                  0            0.00000                 -8
         1952.00000        -1996.00000               9413                  0            0.00000                 -5
         2111.00000        -1973.00000               4758                  0            0.00000                 -1
         1683.00000        -1940.00000                703                  0            0.00000                 -2
         1620.00000        -1914.00000               1043                  0            0.00000                 -2
         1976.00000        -2011.00000               3320                  0            0.00000                 -1
         2075.00000        -1983.00000              25277                  0            0.00000                 -9
         2062.00000        -1990.00000              37931                  0            0.00000                -14
         1877.00000        -1980.00000               4796                  0            0.00000                 -1
         1836.00000        -1972.00000                322                  0            0.00000                 -1
         1668.00000        -1925.00000               1994                  0            0.00000                 -2
         1770.00000        -1948.00000               3357                  0            0.00000                 -1
         1627.00000        -1917.00000                391                  0            0.00000                 -1
         1957.00000        -2006.00000               1921                  0            0.00000                 -1
         2065.00000        -2006.00000              16951                  0            0.00000                 -6
         2069.00000        -1985.00000              22789                  0            0.00000                 -8
         1980.00000        -1993.00000               2326                  0            0.00000                 -2
         1912.00000        -1987.00000              17851                  0            0.00000                 -9
         1581.00000        -1909.00000               2143                  0            0.00000                 -2
         2106.00000        -1978.00000             257116                  0            0.00000               -137
         1937.00000        -1991.00000               6001                  0            0.00000                 -2
         2049.00000        -1996.00000              60148                  0            0.00000                -24
         1919.00000        -1998.00000               5971                  0            0.00000                 -5
         2005.00000        -2011.00000               3516                  0            0.00000                 -2
         2015.00000        -2001.00000              24776                  0            0.00000                -10
         2068.00000        -1998.00000               8148                  0            0.00000                 -2
         1906.00000        -1985.00000              20263                  0            0.00000                -10
         1944.00000        -1994.00000              15812                  0            0.00000                 -9
         1995.00000        -2003.00000              30874                  0            0.00000                -13
         1992.00000        -1996.00000               7875                  0            0.00000                 -3
         1789.00000        -1955.00000               2769                  0            0.00000                 -1
         1879.00000        -1978.00000               4094                  0            0.00000                 -2
         2019.00000        -2003.00000              76420                  0            0.00000                -40
         1875.00000        -1981.00000               8786                  0            0.00000                 -3
         2089.00000        -1985.00000             152051                  0            0.00000                -72
         1897.00000        -1971.00000                197                  0            0.00000                 -1
         1599.00000        -1913.00000                522                  0            0.00000                 -1
         2092.00000        -1992.00000               2608                  0            0.00000                 -3
         2048.00000        -2003.00000              17930                  0            0.00000                -11
         1833.00000        -1963.00000               2458                  0            0.00000                 -3
         1629.00000        -1925.00000                461                  0            0.00000                 -1
         1999.00000        -2000.00000              13605                  0            0.00000                -15
         2031.00000        -1993.00000               7277                  0            0.00000                 -6
         1690.00000        -1935.00000               3168                  0            0.00000                 -1
         1912.00000        -1979.00000               1212                  0            0.00000                 -2
         1938.00000        -2004.00000                683                  0            0.00000                 -1
         2098.00000        -1980.00000              46576                  0            0.00000                -20
         1933.00000        -1991.00000               7370                  0            0.00000                 -4
         1995.00000        -2008.00000               9132                  0            0.00000                 -2
         1974.00000        -1994.00000               2484                  0            0.00000                 -3
         2081.00000        -1983.00000              59892                  0            0.00000                -30
         1967.00000        -2003.00000               6071                  0            0.00000                 -4
         1735.00000        -1943.00000               3855                  0            0.00000                 -1
         2094.00000        -1991.00000               4190                  0            0.00000                 -1
         2036.00000        -1997.00000              51579                  0            0.00000                -39
         1936.00000        -1996.00000               1570                  0            0.00000                 -1
         1974.00000        -2006.00000              16875                  0            0.00000                -13
         2106.00000        -1977.00000             175656                  0            0.00000                -84
         1916.00000        -1987.00000              12810                  0            0.00000                 -5
         1957.00000        -1986.00000               5463                  0            0.00000                 -4
         1921.00000        -1998.00000              36112                  0            0.00000                -13
         1805.00000        -1959.00000               1728                  0            0.00000                 -1
         2000.00000        -2004.00000              34467                  0            0.00000                -12
         1746.00000        -1947.00000               9574                  0            0.00000                 -2
         1885.00000        -1989.00000               1261                  0            0.00000                 -1
         1932.00000        -1985.00000               3490                  0            0.00000                 -2
         2106.00000        -1974.00000               6826                  0            0.00000                 -2
         1698.00000        -1942.00000                480                  0            0.00000                 -1
         1987.00000        -2004.00000              10090                  0            0.00000                 -7
         1812.00000        -1963.00000              10307                  0            0.00000                 -4
         1827.00000        -1959.00000               3235                  0            0.00000                 -3
         1716.00000        -1939.00000               1062                  0            0.00000                 -2
         1974.00000        -2002.00000              19085                  0            0.00000                 -9
         1789.00000        -1947.00000                864                  0            0.00000                 -1
         1794.00000        -1957.00000               2132                  0            0.00000                 -3
         1950.00000        -1989.00000              13295                  0            0.00000                -12
         1771.00000        -1950.00000               2266                  0            0.00000                 -2
         1712.00000        -1932.00000                975                  0            0.00000                 -1
         2081.00000        -1989.00000              39567                  0            0.00000                -27
         1567.00000        -1905.00000               1060                  0            0.00000                 -2
         1873.00000        -1975.00000               9375                  0            0.00000                 -8
         1996.00000        -2000.00000              31088                  0            0.00000                -19
         2071.00000        -1989.00000               9784                  0            0.00000                -10
         2053.00000        -2005.00000              15144                  0            0.00000                 -9
         1667.00000        -1926.00000                919                  0            0.00000                 -1
         2034.00000        -1988.00000               4686                  0            0.00000                 -9
         2074.00000        -1976.00000                 86                  0            0.00000                 -1
         2007.00000        -1999.00000               4774                  0            0.00000                 -3
         1950.00000        -1995.00000              13612                  0            0.00000                 -6
         1900.00000        -1984.00000              19867                  0            0.00000                -13
         1825.00000        -1960.00000               3802                  0            0.00000                 -3
         2028.00000        -1999.00000              10591                  0            0.00000                 -4
         1804.00000        -1957.00000               6065                  0            0.00000                 -5
         1943.00000        -1993.00000              19035                  0            0.00000                -10
         2062.00000        -2001.00000              76117                  0            0.00000                -36
         1892.00000        -1994.00000                327                  0            0.00000                 -1
         2060.00000        -2000.00000              21421                  0            0.00000                -12
         2012.00000        -1996.00000               3894                  0            0.00000                 -1
         1800.00000        -1959.00000               4871                  0            0.00000                 -3
         2032.00000        -1993.00000              12533                  0            0.00000                 -6
         1996.00000        -2010.00000               2254                  0            0.00000                 -1
         2045.00000        -2005.00000               6387                  0            0.00000                 -1
         2080.00000        -1998.00000              34192                  0            0.00000                -17
         1910.00000        -1983.00000              63626                  0            0.00000                -30
         2112.00000        -1974.00000               7177                  0            0.00000                 -4
         2089.00000        -1995.00000               9998                  0            0.00000                 -7
         1629.00000        -1915.00000                791                  0            0.00000                 -1
         2036.00000        -1988.00000               3664                  0            0.00000                 -3
         1964.00000        -1998.00000               9556                  0            0.00000                 -6
         1892.00000        -1979.00000              18620                  0            0.00000                 -8
         1618.00000        -1907.00000                527                  0            0.00000                 -1
         2050.00000        -1994.00000              32666                  0            0.00000                -13
         1902.00000        -1979.00000               5165                  0            0.00000                 -2
         2013.00000        -2010.00000               1916                  0            0.00000                 -1
         1811.00000        -1963.00000               5462                  0            0.00000                 -2
         1872.00000        -1971.00000               2336                  0            0.00000                 -3
         1828.00000        -1959.00000               5918                  0            0.00000                 -3
         2032.00000        -1988.00000               3383                  0            0.00000                 -1
         2080.00000        -1999.00000              13233                  0            0.00000                 -8
         2041.00000        -2012.00000               1614                  0            0.00000                 -3
         2097.00000        -1984.00000             105985                  0            0.00000                -58
         2087.00000        -2001.00000                925                  0            0.00000                 -1
         2061.00000        -1988.00000              24881                  0            0.00000                -15
         1867.00000        -1983.00000               1224                  0            0.00000                 -1
         2042.00000        -2002.00000               9461                  0            0.00000                 -5
         1913.00000        -1981.00000               6147                  0            0.00000                 -5
         1741.00000        -1944.00000               4402                  0            0.00000                 -2
         1986.00000        -2011.00000               1688                  0            0.00000                 -1
         2116.00000        -1970.00000               1385                  0            0.00000                 -1
         1927.00000        -1994.00000               6291                  0            0.00000                 -2
         1655.00000        -1928.00000                265                  0            0.00000                 -1
         1859.00000        -1974.00000              12743                  0            0.00000                 -6
         2086.00000        -2002.00000               2493                  0            0.00000                 -4
         1951.00000        -1989.00000               9439                  0            0.00000                 -3
         1793.00000        -1956.00000               3235                  0            0.00000                 -1
         2045.00000        -1990.00000                237                  0            0.00000                 -1
         2062.00000        -1981.00000               3550                  0            0.00000                 -2
         1950.00000        -1993.00000              15675                  0            0.00000                 -7
         2052.00000        -1999.00000              56258                  0            0.00000                -34
         1984.00000        -2009.00000               2124                  0            0.00000                 -1
         2091.00000        -1988.00000              34364                  0            0.00000                -11
         1897.00000        -1981.00000              30608                  0            0.00000                 -9
         1862.00000        -1973.00000               9777                  0            0.00000                 -6
         2074.00000        -1985.00000              42234                  0            0.00000                -19
         1743.00000        -1945.00000               2250                  0            0.00000                 -1
         1538.00000        -1893.00000                335                  0            0.00000                 -1
         1704.00000        -1942.00000               2876                  0            0.00000                 -2
         1993.00000        -2016.00000                425                  0            0.00000                 -2
         1566.00000        -1906.00000                544                  0            0.00000                 -1
         1754.00000        -1943.00000               3020                  0            0.00000                 -2
         2073.00000        -2000.00000               5734                  0            0.00000                 -2
         2046.00000        -1986.00000               2671                  0            0.00000                 -1
         1922.00000        -1996.00000               3914                  0            0.00000                 -4
         1919.00000        -1983.00000               2488                  0            0.00000                 -1
         2080.00000        -1992.00000              19521                  0            0.00000                 -7
         1940.00000        -1997.00000               3112                  0            0.00000                 -2
         1839.00000        -1962.00000               2628                  0            0.00000                 -2
         1624.00000        -1910.00000                211                  0            0.00000                 -1
         2073.00000        -1981.00000               6727                  0            0.00000                 -6
         1937.00000        -1999.00000                403                  0            0.00000                 -1
         1941.00000        -1989.00000              12836                  0            0.00000                 -9
         1819.00000        -1970.00000               3486                  0            0.00000                 -4
         2035.00000        -1993.00000              24710                  0            0.00000                -11
         1881.00000        -1975.00000               6609                  0            0.00000                 -1
         2035.00000        -1997.00000              62318                  0            0.00000                -26
         1817.00000        -1966.00000               1853                  0            0.00000                 -1
         2043.00000        -1998.00000               9047                  0            0.00000                 -2
         2016.00000        -1999.00000              58256                  0            0.00000                -25
         1900.00000        -1985.00000               2291                  0            0.00000                 -2
         1876.00000        -1978.00000               8725                  0            0.00000                 -6
         2045.00000        -2008.00000               8661                  0            0.00000                 -3
         1704.00000        -1947.00000                511                  0            0.00000                 -1
         2011.00000        -2004.00000              30939                  0            0.00000                -13
         2030.00000        -2003.00000              22033                  0            0.00000                 -6
         1853.00000        -1971.00000               9215                  0            0.00000                 -3
         1911.00000        -1983.00000               9106                  0            0.00000                 -5
         2111.00000        -1981.00000              62209                  0            0.00000                -31
         1999.00000        -1997.00000               3836                  0            0.00000                 -2
         1739.00000        -1939.00000               5388                  0            0.00000                 -3
         2050.00000        -2010.00000               3901                  0            0.00000                 -1
         2089.00000        -1981.00000               4247                  0            0.00000                 -3
         1928.00000        -1983.00000               5467                  0            0.00000                 -2
         1944.00000        -1993.00000              65098                  0            0.00000                -28
         2082.00000        -1969.00000                525                  0            0.00000                 -1
         2100.00000        -1978.00000              40359                  0            0.00000                -27
         1897.00000        -1972.00000               1500                  0            0.00000                 -2
         1957.00000        -2002.00000               7167                  0            0.00000                 -2
         1580.00000        -1911.00000               1025                  0            0.00000                 -2
         2064.00000        -2001.00000              12766                  0            0.00000                 -8
         1986.00000        -2006.00000               2389                  0            0.00000                 -1
         1958.00000        -1986.00000              14045                  0            0.00000                 -7
         1936.00000        -1984.00000                894                  0            0.00000                 -1
         1893.00000        -1983.00000               4773                  0            0.00000                 -4
         1977.00000        -1993.00000               2505                  0            0.00000                 -1
         1887.00000        -1976.00000               8102                  0            0.00000                 -5
         1925.00000        -1997.00000               2079                  0            0.00000                 -1
         1992.00000        -2002.00000              48044                  0            0.00000                -24
         2085.00000        -1980.00000                543                  0            0.00000                 -1
         1957.00000        -1996.00000               7659                  0            0.00000                 -2
         2096.00000        -2000.00000               2129                  0            0.00000                 -1
         1724.00000        -1935.00000               2658                  0            0.00000                 -2
         2067.00000        -1991.00000              53568                  0            0.00000                -30
         2093.00000        -1975.00000                311                  0            0.00000                 -1
         1905.00000        -1980.00000              15208                  0            0.00000                -11
         2050.00000        -1989.00000                918                  0            0.00000                 -1
         2067.00000        -1989.00000              59912                  0            0.00000                -26
         1802.00000        -1965.00000                675                  0            0.00000                 -1
         1849.00000        -1975.00000               2954                  0            0.00000                 -2
         1952.00000        -1998.00000               5051                  0            0.00000                 -3
         1787.00000        -1957.00000               6281                  0            0.00000                 -3
         1755.00000        -1948.00000               3979                  0            0.00000                 -2
         1955.00000        -1989.00000              12026                  0            0.00000                 -4
         1655.00000        -1929.00000                215                  0            0.00000                 -1
         2063.00000        -1990.00000              33013                  0            0.00000                -12
         1762.00000        -1941.00000                284                  0            0.00000                 -1
         1743.00000        -1942.00000               1769                  0            0.00000                 -2
         2028.00000        -1993.00000                987                  0            0.00000                 -1
         1976.00000        -2002.00000              30646                  0            0.00000                -17
         1758.00000        -1949.00000                992                  0            0.00000                 -1
         1867.00000        -1978.00000               3922                  0            0.00000                 -5
         2081.00000        -1971.00000               5986                  0            0.00000                 -4
         1922.00000        -2002.00000                907                  0            0.00000                 -2
         2096.00000        -1979.00000              26498                  0            0.00000                -24
         2023.00000        -1999.00000              43319                  0            0.00000                -12
         1940.00000        -1994.00000              14968                  0            0.00000                 -6
         1566.00000        -1908.00000                611                  0            0.00000                 -1
         1904.00000        -1990.00000               2526                  0            0.00000                 -1
         1819.00000        -1966.00000               2578                  0            0.00000                 -1
         1852.00000        -1969.00000               2632                  0            0.00000                 -1
         1960.00000        -2002.00000               5119                  0            0.00000                 -3
         1931.00000        -1990.00000              39436                  0            0.00000                -16
         1761.00000        -1941.00000                243                  0            0.00000                 -1
         1826.00000        -1953.00000                 31                  0            0.00000                 -1
         1679.00000        -1935.00000               2400                  0            0.00000                 -4
         2065.00000        -1988.00000              78630                  0            0.00000                -32
         1932.00000        -1983.00000               1188                  0            0.00000                 -1
         2038.00000        -2002.00000               8438                  0            0.00000                 -6
         1876.00000        -1986.00000               3677                  0            0.00000                 -2
         1892.00000        -1971.00000                681                  0            0.00000                 -1
         1658.00000        -1923.00000                700                  0            0.00000                 -1
